reg_year,fuel_type,body_type,count,z_score,stat_anomaly,ml_anomaly,anomaly
2025,DIESEL,UTILITY,20008,2.6633326248103195,False,True,True
2025,HYBRID,HATCHBACK,30386,4.212919491546757,True,True,True
2025,HYBRID,STATION WAGON,49912,7.128436273190203,True,True,True
2025,PETROL,HATCHBACK,22831,3.084847726448108,True,True,True
2025,PETROL,MOTORCYCLE,9298,1.0641733125394346,False,True,True
2025,PETROL,STATION WAGON,48243,6.879230214163115,True,True,True
2025,UNKNOWN,DOMESTIC TRAILER,22374,3.0166109565407506,True,True,True
2026,HYBRID,STATION WAGON,13020,1.6199222350671876,False,True,True
2026,PETROL,STATION WAGON,12271,1.5080856034247139,False,True,True
